genome	subtype	instances
AG-915-J10	RM_type_IV	1
AG-915-J16	RM_type_II	1
AG-915-K04	RM_type_I	1
AG-915-K05	AbiO	1
AG-915-K07	RM_type_II	1
AG-915-K17	RM_type_IIG	1
AG-915-L04	RM_type_I	1
AG-915-L18	RM_type_II	1
AG-915-N20	RM_type_I	1
AG-915-N21	RM_type_IIG	2
AG-915-O02	RM_type_I	1
AG-915-O06	RM_type_II	1
AG-915-O22	RM_type_I	1
AG-915-P07	ShosTA	1
AG-915-P09	RM_type_II	1
AG-916-A16	RM_type_II	1
AG-916-A19	RM_type_I	1
AG-916-A23	RM_type_II	1
AG-916-B09	RM_type_IV	1
AG-916-B13	ShosTA	1
AG-916-B16	RM_type_II	1
AG-916-B20	RM_type_IV	1
AG-916-C06	RM_type_II	1
AG-916-C10	RM_type_I	1
AG-916-D20	RM_type_II	1
AG-916-E10	Eleos	1
AG-916-E11	RM_type_IIG	1
AG-916-E18	RM_type_I	1
AG-916-F06	RM_type_IIG	1
AG-916-F16	RM_type_III	1
AG-916-F21	RM_type_I	1
AG-916-F21	RM_type_IV	1
AG-916-G05	RM_type_II	2
AG-916-G10	RM_type_IIG	1
AG-916-G20	Eleos	1
AG-916-G23	RM_type_II	1
AG-916-I03	RM_type_IV	1
AG-916-I05	RM_type_IV	1
AG-916-I08	RM_type_III	1
AG-916-I16	RM_type_I	1
AG-916-J09	PsyrTA	1
AG-916-J14	RM_type_II	1
AG-916-K09	RM_type_II	1
AG-916-K23	RM_type_III	1
AG-916-L04	RM_type_I	1
AG-916-L16	RM_type_II	1
AG-916-L17	RM_type_II	1
AG-916-M10	RM_type_II	1
AG-916-M13	RM_type_I	1
AG-916-M22	Eleos	1
AG-916-N03	PsyrTA	1
AG-916-N04	RM_type_II	1
AG-916-N14	RM_type_II	2
AG-916-N15	RM_type_IV	1
AG-916-N22	Borvo	1
AG-916-O07	Eleos	1
AG-916-O07	RM_type_II	1
AG-916-O20	RM_type_I	1
AG-916-O23	RM_type_III	1
AG-916-P14	RM_type_IIG	1
AG-916-P17	PD-T4-3	1
AG-916-P19	ShosTA	1
AG-916-P19	PD-T4-3	1
AG-916-P19	RM_type_IV	1
AG-916-P22	RM_type_IIG	1
AG-917-A03	RM_type_I	1
AG-917-A21	RM_type_II	1
AG-917-B15	RM_type_IV	1
AG-917-C08	RM_type_III	1
AG-917-C18	RM_type_I	1
AG-917-C23	RM_type_IV	1
AG-917-D07	RM_type_IV	1
AG-917-D08	RM_type_IIG	1
AG-917-D14	RM_type_IV	1
AG-917-E11	Retron_type_XIII	1
AG-917-F02	ShosTA	1
AG-917-F02	RM_type_II	1
AG-917-F11	RM_type_II	2
AG-917-F15	RM_type_I	1
AG-917-F20	RM_type_IV	1
AG-917-G04	Lamassu_type_I	1
AG-917-G13	RM_type_I	1
AG-917-G14	RM_type_III	1
AG-917-G16	Eleos	1
AG-917-G18	PsyrTA	1
AG-917-I05	RM_type_I	1
AG-917-I07	RM_type_IIG	1
AG-917-I09	RM_type_IIG	1
AG-917-I09	RM_type_II	1
AG-917-I17	RM_type_I	1
AG-917-J06	RM_type_II	2
AG-917-K07	RM_type_II	1
AG-917-K10	RM_type_IV	1
AG-917-K13	RM_type_IV	1
AG-917-K20	RM_type_IV	1
AG-917-M04	RM_type_II	1
AG-917-M08	RM_type_II	2
AG-917-M09	RM_type_IV	1
AG-917-M14	RM_type_I	1
AG-917-M19	RM_type_II	1
AG-917-M19	RM_type_IIG	1
AG-917-M21	RM_type_IIG	1
AG-917-N04	Zorya_type_II	1
AG-917-N04	RM_type_III	1
AG-917-N11	RM_type_II	2
AG-917-N20	RM_type_II	2
AG-917-O05	Zorya_type_II	1
AG-917-O14	Lamassu_type_I	1
AG-917-O14	RM_type_II	1
AG-917-O14	RM_type_IV	1
AG-917-O14	RM_type_IIG	1
AG-917-P11	Eleos	1
AG-917-P17	RM_type_II	1
AG-918-B05	RM_type_IV	1
AG-918-B16	RM_type_II	1
AG-918-C03	RM_type_IV	1
AG-918-C03	RM_type_I	1
AG-918-C11	dGTPase	1
AG-918-C11	RM_type_II	1
AG-918-C23	RM_type_IIG	1
AG-918-D04	RM_type_II	1
AG-918-D08	RM_type_II	1
AG-918-E02	RM_type_II	2
AG-918-E21	RM_type_II	2
AG-918-F23	RM_type_II	2
AG-918-G17	Pycsar	1
AG-918-G18	Eleos	1
AG-918-I10	RM_type_IV	1
AG-918-I22	RM_type_II	1
AG-918-J22	RM_type_II	1
AG-918-K05	PD-T4-3	1
AG-918-L05	RM_type_IV	1
AG-918-L06	RM_type_I	1
AG-918-L07	RM_type_I	1
AG-918-L14	RM_type_II	1
AG-918-L21	RM_type_II	2
AG-918-L22	RM_type_II	1
AG-918-L22	RM_type_I	2
AG-918-M14	RM_type_IIG	1
AG-918-M20	RM_type_IIG	1
AG-918-M22	RM_type_II	1
AG-918-N11	RM_type_IIG	1
AG-918-N11	RM_type_II	2
AG-918-N23	RM_type_II	2
AG-918-O13	RM_type_II	2
AG-918-O17	RM_type_II	1
AG-918-O17	RM_type_IIG	1
AG-918-P11	RM_type_II	1
AG-918-P14	RM_type_II	1
AG-918-P15	RM_type_I	1
AG-919-A02	RM_type_I	1
AG-919-A15	RM_type_I	1
AG-919-A21	RM_type_I	1
AG-919-B14	Zorya_type_II	1
AG-919-C11	Eleos	1
AG-919-C14	RM_type_II	1
AG-919-C15	RM_type_I	1
AG-919-C22	RM_type_II	2
AG-919-D03	RM_type_I	1
AG-919-E11	RM_type_II	1
AG-919-F03	RM_type_III	1
AG-919-F09	RM_type_IV	1
AG-919-F13	RM_type_IIG	1
AG-919-F18	RM_type_III	1
AG-919-G08	RM_type_II	1
AG-919-G20	Eleos	1
AG-919-G23	RM_type_I	1
AG-919-I04	RM_type_I	1
AG-919-I05	Zorya_type_II	1
AG-919-I05	RM_type_IIG	1
AG-919-I05	RM_type_I	1
AG-919-I06	RM_type_I	1
AG-919-I17	RM_type_IV	1
AG-919-I23	RM_type_II	1
AG-919-J02	RM_type_I	1
AG-919-J11	RM_type_I	1
AG-919-J14	RM_type_I	1
AG-919-K20	RM_type_II	2
AG-919-K21	RM_type_IV	1
AG-919-L15	RM_type_IV	1
AG-919-M04	AbiU	1
AG-919-N16	RM_type_IV	1
AG-919-N16	RM_type_I	1
AG-919-N18	AbiU	1
AG-919-N22	RM_type_IV	1
AG-919-N22	RM_type_I	1
AG-919-O04	SspBCD	1
AG-919-O06	RM_type_II	1
AG-919-O21	Eleos	1
AG-919-P03	RM_type_IIG	1
AG-919-P03	RM_type_II	1
AG-919-P03	RM_type_III	1
AG-919-P09	RM_type_I	1
AG-919-P15	RM_type_II	1
AG-920-B04	PD-T4-3	1
AG-920-B11	Eleos	1
AG-920-B11	Pycsar	1
AG-920-D02	RM_type_IIG	1
AG-920-D06	RM_type_IIG	1
AG-920-D13	RM_type_III	1
AG-920-D15	Borvo	1
AG-920-E03	RM_type_I	1
AG-920-E06	Mokosh_type_I	1
AG-920-F09	RM_type_IV	1
AG-920-F14	RM_type_I	1
AG-920-F19	RM_type_IV	1
AG-920-F19	RM_type_I	1
AG-920-G10	RM_type_I	1
AG-920-G11	TerY	1
AG-920-G11	RM_type_IV	1
AG-920-G11	RM_type_II	1
AG-920-G17	RM_type_II	1
AG-920-I08	PD-T4-3	1
AG-920-I11	RM_type_III	1
AG-920-I17	Eleos	1
AG-920-I17	RM_type_IIG	1
AG-920-I22	Zorya_type_II	1
AG-920-J03	RM_type_IV	1
AG-920-J05	RM_type_II	2
AG-920-J11	RM_type_II	1
AG-920-J13	RM_type_IV	1
AG-920-K03	RM_type_I	1
AG-920-K13	RM_type_IIG	1
AG-920-M16	PD-T4-3	1
AG-920-O05	Zorya_type_II	1
AG-920-O09	RM_type_I	1
AG-920-O11	RM_type_I	1
AG-920-O19	AbiJ	1
AG-920-O20	RM_type_I	1
AG-920-P19	Zorya_type_II	1
AH-287-E16	BREX_type_I	1
AH-287-E16	RM_type_IV	1
AH-287-A06	RM_type_IV	2
AH-287-A16	RM_type_II	2
AH-287-A17	RM_type_II	2
AH-287-A22	RM_type_I	1
AH-287-B02	RM_type_IV	1
AH-287-B10	RM_type_I	1
AH-287-B15	RM_type_IV	1
AH-287-B15	RM_type_II	1
AH-287-C02	RM_type_IV	1
AH-287-C03	RM_type_IV	1
AH-287-C14	RM_type_III	1
AH-287-C15	RM_type_IV	1
AH-287-C18	RM_type_II	1
AH-287-C20	RM_type_I	2
AH-287-D06	RM_type_III	1
AH-287-D15	RM_type_IIG	1
AH-287-D18	RM_type_IV	1
AH-287-E04	RM_type_II	1
AH-287-E07	RM_type_IV	1
AH-287-E08	RM_type_I	1
AH-287-E09	RM_type_I	1
AH-287-E14	PD-T4-3	1
AH-287-E15	RM_type_IV	1
AH-287-E20	RM_type_IV	1
AH-287-E21	PsyrTA	1
AH-287-F03	PD-Lambda-1	1
AH-287-F08	PsyrTA	1
AH-287-F09	Pycsar	1
AH-287-F23	RM_type_II	2
AH-287-G02	Eleos	1
AH-287-G06	RM_type_IIG	1
AH-287-G16	RM_type_II	1
AH-287-G23	RM_type_IV	1
AH-287-I06	RM_type_IV	1
AH-287-I11	RM_type_IV	1
AH-287-I14	Eleos	1
AH-287-I22	Mokosh_type_I	1
AH-287-J03	RM_type_III	1
AH-287-J03	RM_type_IIG	1
AH-287-J10	Eleos	1
AH-287-J22	pAgo_type_I	1
AH-287-K04	RM_type_IV	1
AH-287-K16	RM_type_III	1
AH-287-L02	PD-Lambda-1	1
AH-287-L02	RM_type_I	1
AH-287-L03	PD-T4-3	1
AH-287-L05	RM_type_II	1
AH-287-L13	RM_type_I	1
AH-287-L18	RM_type_II	1
AH-287-M08	Shango	1
AH-287-M08	RM_type_IIG	1
AH-287-M08	RM_type_III	1
AH-287-M14	RM_type_IV	1
AH-287-M14	RM_type_IIG	1
AH-287-M23	Mokosh_type_I	1
AH-287-N04	RM_type_II	2
AH-287-N13	ShosTA	1
AH-287-N13	RM_type_II	1
AH-287-N17	TerY	1
AH-287-N17	Eleos	1
AH-287-N17	RM_type_II	1
AH-287-N20	PD-T4-3	1
AH-287-O10	RM_type_IIG	1
AH-287-O10	RM_type_IV	1
AH-287-O15	RM_type_I	1
AH-287-O17	RM_type_I	1
AH-287-O21	RM_type_II	1
AH-287-P07	RM_type_IV	1
AH-287-P14	PsyrTA	1
AH-321-A07	Eleos	1
AH-321-A08	RM_type_I	1
AH-321-B08	PD-T4-3	1
AH-321-B08	RM_type_II	1
AH-321-B19	RM_type_II	1
AH-321-B21	Druantia_type_II	1
AH-321-B21	RM_type_II	2
AH-321-B23	RM_type_IIG	1
AH-321-C10	RM_type_II	1
AH-321-C14	RM_type_I	1
AH-321-C15	BREX_type_I	1
AH-321-C15	RM_type_IV	1
AH-321-C19	RM_type_IIG	1
AH-321-C20	Pycsar	1
AH-321-C20	RM_type_I	1
AH-321-D04	RM_type_I	1
AH-321-D13	RM_type_I	1
AH-321-F10	RM_type_II	2
AH-321-G07	RM_type_IV	1
AH-321-I13	RM_type_IV	1
AH-321-J04	RM_type_II	1
AH-321-J04	RM_type_IIG	1
AH-321-J15	RM_type_I	1
AH-321-J21	RM_type_II	1
AH-321-K02	RM_type_IV	1
AH-321-K03	RM_type_IV	1
AH-321-K11	PsyrTA	1
AH-321-K11	RM_type_II	1
AH-321-K14	RM_type_IIG	2
AH-321-K16	RM_type_IIG	1
AH-321-K21	Eleos	1
AH-321-L02	RM_type_IV	2
AH-321-L06	Eleos	1
AH-321-M18	RM_type_I	1
AH-321-M19	RM_type_II	1
AH-321-N11	RM_type_II	2
AH-321-N22	Borvo	1
AH-321-O13	RM_type_I	1
AH-321-P11	RM_type_II	1
AH-321-P23	RM_type_I	1
AH-324-A03	RM_type_II	1
AH-324-A10	RM_type_II	1
AH-324-A18	Eleos	1
AH-324-A19	PsyrTA	1
AH-324-A22	Lamassu_type_I	1
AH-324-B08	RM_type_II	2
AH-326-E18	RM_type_I	1
AH-326-E22	RM_type_I	1
AH-326-F06	RM_type_I	1
AH-326-F10	RM_type_III	1
AH-324-B10	RM_type_III	1
AH-326-F16	Pycsar	1
AH-324-D13	RM_type_II	1
AH-324-E14	RM_type_I	1
AH-326-J13	RM_type_II	1
AH-326-F13	RM_type_I	1
AH-324-F04	RM_type_II	1
AH-324-C14	DRT_type_II	1
AH-324-C14	PD-T7-5	1
AH-324-C14	RM_type_IIG	1
AH-324-F16	RM_type_II	1
AH-324-F23	Zorya_type_I	1
AH-326-F19	RM_type_II	1
AH-324-G15	RM_type_II	1
AH-324-G16	RM_type_II	2
AH-326-G17	Pycsar	1
AH-324-G23	RM_type_IV	2
AH-324-G23	RM_type_I	1
AH-324-I08	RM_type_I	1
AH-324-I15	RM_type_IV	1
AH-324-I20	RM_type_II	2
AH-324-J06	AbiU	1
AH-324-J06	RM_type_II	1
AH-324-J08	Cas_cluster	1
AH-324-J11	RM_type_I	1
AH-324-J20	RM_type_II	1
AH-324-K17	Eleos	1
AH-324-L13	RM_type_II	1
AH-324-M03	PsyrTA	1
AH-326-G04	RM_type_II	1
AH-326-G02	pAgo_type_I	1
AH-324-M21	PD-T4-3	1
AH-324-M21	RM_type_III	1
AH-324-M22	RM_type_I	1
AH-324-O04	RM_type_II	1
AH-324-O06	RM_type_IV	1
AH-324-O11	RM_type_IIG	1
AH-326-G22	RM_type_IV	1
AH-324-O23	RM_type_II	1
AH-324-P01	RM_type_II	1
AH-324-P04	RM_type_II	1
AH-324-P07	RM_type_II	1
AH-326-A09	RM_type_II	1
AH-326-A13	RM_type_I	1
AH-324-P17	RM_type_I	1
AH-324-P18	Lamassu_type_I	1
AH-324-P18	RM_type_II	1
AH-324-P18	RM_type_IV	1
AH-326-J08	RM_type_IV	1
AH-326-B04	RM_type_I	1
AH-326-J17	RM_type_II	1
AH-326-K03	RM_type_II	2
AH-326-J09	RM_type_II	1
AH-326-B07	PD-T4-3	1
AH-326-B07	RM_type_II	1
AH-326-M03	RM_type_II	1
AH-326-M03	RM_type_IV	1
AH-326-L08	Pycsar	1
AH-326-L08	Eleos	1
AH-326-J10	Eleos	1
AH-326-C13	RM_type_I	1
AH-326-J23	RM_type_IV	1
AH-326-M06	RM_type_IV	1
AH-326-D07	RM_type_II	1
AH-326-C06	RM_type_I	1
AH-326-D08	RM_type_II	1
AH-326-K19	RM_type_II	1
AH-326-C23	RM_type_II	1
AH-326-E05	Eleos	1
AH-326-L16	RM_type_II	1
AH-326-L16	RM_type_IIG	1
AH-326-L19	RM_type_II	2
AH-326-L14	RM_type_I	1
AG-426-D23	Eleos	1
AG-426-E05	Eleos	1
AG-426-E05	RM_type_IIG	1
AG-426-E06	RM_type_II	1
AG-426-E09	dGTPase	1
AG-426-F13	RM_type_III	1
AG-426-F13	RM_type_II	1
AG-426-G06	RM_type_I	1
AG-426-G11	RM_type_I	1
AG-426-G23	PsyrTA	1
AG-426-G23	RM_type_IIG	1
AG-426-I04	RM_type_IV	1
AG-426-I14	RM_type_IV	1
AG-426-I21	RM_type_II	2
AG-426-J23	RM_type_III	1
AG-426-K10	RM_type_IV	1
AG-426-K19	RM_type_I	1
AG-426-K21	RM_type_I	1
AG-426-L04	PsyrTA	1
AG-426-L10	RM_type_II	1
AG-426-M05	RM_type_IV	1
AG-426-M08	AbiU	1
AG-426-M08	DarTG	1
AG-426-M10	Eleos	1
AG-426-M17	RM_type_I	1
AG-426-M19	RM_type_IIG	1
AG-426-M20	PsyrTA	1
AG-426-M20	Eleos	1
AG-426-M20	RM_type_II	1
AG-426-M22	RM_type_II	2
AG-426-M23	RM_type_IIG	1
AG-426-N08	RM_type_I	1
AG-426-N16	RM_type_II	1
AG-426-O04	RM_type_I	1
AG-426-O11	RM_type_IV	1
AG-426-O15	Mokosh_type_I	1
AG-426-O19	Pycsar	1
AG-426-O23	RM_type_II	1
AG-426-P02	PsyrTA	1
AG-426-P14	RM_type_II	1
AG-426-P23	RM_type_IIG	1
AG-430-A03	RM_type_III	1
AG-430-A20	RM_type_I	1
AG-430-B04	RM_type_II	1
AG-430-B11	RM_type_II	1
AG-430-C06	AbiE	1
AG-430-C07	Wadjet_type_I	1
AG-430-C07	Cas_cluster	1
AG-430-C08	RM_type_I	1
AG-430-C17	ShosTA	1
AG-430-E19	RM_type_II	1
AG-430-E22	RM_type_IIG	1
AG-430-F09	RM_type_II	2
AG-430-F14	RM_type_I	1
AG-430-G03	RM_type_IV	1
AG-430-G08	RM_type_IIG	1
AG-430-G23	Dpd	1
AG-430-G23	RM_type_II	1
AG-430-I08	RM_type_II	1
AG-430-I13	RM_type_I	1
AG-430-I17	RM_type_IV	1
AG-430-I18	RM_type_I	1
AG-430-J18	Zorya_type_II	1
AG-430-K07	RM_type_II	1
AG-430-K11	RM_type_III	1
AG-430-K18	RM_type_II	1
AG-430-M10	RM_type_IV	1
AG-430-M14	RM_type_II	2
AG-430-M19	RM_type_I	1
AG-430-N08	RM_type_II	1
AG-430-N11	PsyrTA	1
AG-430-N14	Pycsar	1
AG-430-N16	RM_type_IIG	1
AG-430-N20	RM_type_III	1
AG-430-N21	Shango	1
AG-430-N21	RM_type_IIG	1
AG-430-N21	RM_type_IV	1
AG-430-O03	RM_type_II	3
AG-430-O03	RM_type_I	1
AG-430-P08	RM_type_IIG	1
AG-430-P14	RM_type_II	1
AG-430-P15	ShosTA	1
AG-435-A02	RM_type_II	1
AG-435-A21	Lamassu_type_I	1
AG-435-A22	Hydrolase_TM	1
AG-435-C11	Lamassu_type_I	1
AG-435-C11	RM_type_II	2
AG-435-C17	RM_type_I	1
AG-435-D02	RM_type_I	1
AG-435-E03	RM_type_II	1
AG-435-E03	RM_type_IIG	1
AG-435-G02	Pycsar	1
AG-435-G19	RM_type_II	1
AG-435-I03	RM_type_II	1
AG-435-J18	DarTG	1
AG-435-L19	RM_type_I	1
AG-435-M06	RM_type_II	2
AG-435-M21	RM_type_I	1
AG-435-N11	RM_type_I	1
AG-435-P09	Eleos	1
AG-435-P09	RM_type_I	1
AG-435-P18	RM_type_II	1
AG-435-P21	RM_type_II	1
AG-439-A14	Retron_type_XII	1
AG-439-A17	DarTG	1
AG-439-A17	RM_type_II	1
AG-439-B06	RM_type_II	2
AG-439-B07	RM_type_II	2
AG-439-B12	RM_type_I	1
AG-439-B17	RM_type_I	1
AG-439-B19	Dpd	2
AG-439-C09	dGTPase	1
AG-439-C18	DarTG	1
AG-439-D04	RM_type_I	1
AG-439-D08	Dpd	1
AG-439-D15	RM_type_II	2
AG-439-D18	RM_type_I	1
AG-439-E16	AbiU	1
AG-439-G03	Druantia_type_II	1
AG-439-G03	RM_type_II	1
AG-439-G07	AbiE	2
AG-439-G20	BREX_type_I	1
AG-439-I03	RM_type_I	1
AG-439-I13	RM_type_II	2
AG-439-I17	RM_type_II	2
AG-439-J05	RM_type_II	1
AG-439-J22	PsyrTA	1
AG-439-K12	RM_type_I	1
AG-439-K14	PsyrTA	1
AG-439-K19	RM_type_I	1
AG-439-K22	Dnd_ABCDE	1
AG-439-L06	RM_type_II	1
AG-439-L07	RM_type_II	1
AG-439-L23	RM_type_IV	1
AG-439-M03	DarTG	1
AG-439-M04	RM_type_IV	1
AG-439-M12	AbiU	1
AG-439-M12	RM_type_IIG	1
AG-439-N06	RM_type_II	2
AG-439-N20	RM_type_I	1
AG-439-N22	Viperin_solo	1
AG-439-N22	RM_type_II	1
AG-439-O08	RM_type_I	1
AG-439-O21	RM_type_I	1
AG-439-P07	RM_type_I	1
AG-439-P13	Lamassu_type_I	1
AG-447-A01	RM_type_I	1
AG-447-A02	RM_type_I	1
AG-447-A17	Eleos	1
AG-447-A20	Eleos	1
AG-447-B21	RM_type_IIG	1
AG-447-B23	RM_type_II	2
AG-447-C02	RM_type_II	1
AG-447-C15	DarTG	1
AG-447-C15	RM_type_II	2
AG-447-C16	RM_type_IV	1
AG-447-C17	RM_type_IV	1
AG-447-C19	AbiU	1
AG-447-C19	DarTG	1
AG-447-C19	RM_type_I	1
AG-447-C19	RM_type_IV	1
AG-447-C23	RM_type_IIG	1
AG-447-D03	RM_type_IV	1
AG-447-D04	RM_type_II	2
AG-447-D08	Eleos	1
AG-447-D09	RM_type_II	1
AG-447-D11	RM_type_II	1
AG-447-D14	RM_type_II	1
AG-447-D14	RM_type_IIG	1
AG-447-D19	Borvo	1
AG-447-D22	RM_type_IIG	1
AG-447-E04	RM_type_IIG	1
AG-447-E06	RM_type_IV	2
AG-447-E07	RM_type_I	1
AG-447-E09	Zorya_type_II	1
AG-447-E09	RM_type_II	1
AG-447-E10	RM_type_IV	1
AG-447-E14	Borvo	1
AG-447-E17	RM_type_II	1
AG-447-E20	Zorya_type_II	1
AG-447-E21	Viperin_solo	1
AG-447-E21	RM_type_II	1
AG-447-E21	RM_type_I	1
AG-447-F07	Eleos	1
AG-447-G17	RM_type_IV	1
AG-447-I14	RM_type_II	2
AG-447-I19	RM_type_I	1
AG-447-I21	RM_type_II	1
AG-447-J07	RM_type_I	1
AG-447-J08	RM_type_III	1
AG-447-J20	RM_type_I	1
AG-447-K03	ShosTA	1
AG-447-K03	RM_type_II	1
AG-447-K06	RM_type_II	1
AG-447-K09	RM_type_II	2
AG-447-K19	RM_type_III	1
AG-447-K22	RM_type_I	1
AG-447-K23	RM_type_II	1
AG-447-L04	RM_type_I	1
AG-447-L09	RM_type_II	3
AG-447-L11	RM_type_II	1
AG-447-L16	RM_type_II	2
AG-447-M05	RM_type_I	1
AG-447-M09	PD-T4-3	1
AG-447-M23	Eleos	1
AG-447-N02	RM_type_I	1
AG-447-N04	Eleos	1
AG-447-N04	RM_type_I	1
AG-447-N07	Zorya_type_I	1
AG-447-N19	RM_type_I	1
AG-447-O03	RM_type_I	1
AG-447-O15	RM_type_II	1
AG-447-O21	AbiU	1
AG-447-P03	RM_type_IIG	1
AG-447-P03	RM_type_II	2
AG-447-P15	RM_type_II	2
AG-447-P22	RM_type_II	2
AG-453-A03	PsyrTA	1
AG-453-A01	RM_type_II	1
AG-453-A18	RM_type_III	1
AG-453-B04	RM_type_IIG	1
AG-453-B11	RM_type_I	1
AG-453-B15	RM_type_II	1
AG-453-C05	Pycsar	1
AG-453-C10	RM_type_I	1
AG-453-C20	RM_type_IV	1
AG-453-D18	Eleos	1
AG-453-D18	RM_type_I	1
AG-453-D22	Eleos	1
AG-453-E05	PD-T4-3	1
AG-453-E08	Mokosh_type_I	1
AG-453-E08	Cas_Class2_TypeII_subtypeC	1
AG-453-E17	RM_type_II	1
AG-453-E20	RM_type_II	1
AG-453-E21	PsyrTA	1
AG-453-E21	RM_type_II	1
AG-453-E21	RM_type_IIG	1
AG-453-E23	RM_type_II	1
AG-895-B13	Zorya_type_I	1
AG-453-F20	RM_type_III	1
AG-453-F21	RM_type_II	1
AG-453-G02	RM_type_I	1
AG-453-G08	RM_type_II	1
AG-453-G17	Eleos	1
AG-453-G21	RM_type_IIG	1
AG-453-I03	RM_type_IIG	1
AG-453-I07	PsyrTA	1
AG-453-I19	RM_type_I	1
AG-453-J05	ShosTA	1
AG-453-J18	RM_type_I	1
AG-453-J21	RM_type_IV	1
AG-453-K03	Paris_type_I	1
AG-453-K06	RM_type_I	1
AG-453-K19	RM_type_I	1
AG-453-K22	RM_type_II	2
AG-453-L02	RM_type_II	1
AG-895-E02	RM_type_II	2
AG-453-L04	RM_type_I	1
AG-453-L05	PsyrTA	1
AG-453-L14	RM_type_IV	1
AG-453-L16	RM_type_I	1
AG-453-M09	PsyrTA	1
AG-453-M14	Eleos	1
AG-453-M16	RM_type_IV	1
AG-453-N10	RM_type_IV	1
AG-453-N19	ShosTA	1
AG-453-N20	Zorya_type_II	1
AG-453-O04	RM_type_I	1
AG-453-O09	PD-T4-3	1
AG-453-O20	RM_type_I	1
AG-453-O21	RM_type_IIG	1
AG-453-P01	RM_type_II	1
AG-453-P17	RM_type_I	1
AG-453-P18	RM_type_II	1
AG-894-P13	RM_type_I	1
AG-895-B03	Pycsar	1
AG-895-B03	RM_type_IIG	1
AG-895-B03	RM_type_II	1
AG-895-B03	RM_type_I	1
AG-895-A23	Zorya_type_I	1
AG-895-A23	RM_type_I	1
AG-895-P10	RM_type_IIG	1
AG-894-G19	RM_type_IIG	1
AG-894-A18	RM_type_IIG	1
AG-893-O15	RM_type_IV	1
AG-896-B20	RM_type_II	1
AG-893-M03	RM_type_I	1
AG-894-L18	Pycsar	1
AG-894-F03	RM_type_II	2
AG-893-O18	PsyrTA	1
AG-895-D11	Druantia_type_I	1
AG-895-B06	RM_type_IV	1
AG-893-O11	RM_type_II	1
AG-894-C21	RM_type_IV	1
AG-896-E11	RM_type_I	1
AG-893-J15	RM_type_I	1
AG-896-D15	RM_type_II	1
AG-896-E14	RM_type_II	1
AG-895-K06	RM_type_I	1
AG-894-G22	RM_type_IV	1
AG-893-J16	RM_type_I	1
AG-894-G20	RM_type_II	1
AG-894-G20	RM_type_IIG	1
AG-893-J18	RM_type_I	1
AG-894-F10	RM_type_IV	1
AG-313-A14	RM_type_II	1
AG-313-A15	RM_type_II	1
AG-313-A17	PsyrTA	1
AG-313-A23	PsyrTA	1
AG-313-B04	Eleos	1
AG-313-B04	RM_type_II	1
AG-313-B13	RM_type_II	1
AG-313-B19	RM_type_I	1
AG-313-B21	RM_type_I	1
AG-313-C03	Eleos	1
AG-313-C04	RM_type_II	1
AG-313-C05	RM_type_I	1
AG-313-C14	pAgo_type_I	1
AG-313-C14	RM_type_II	2
AG-313-C20	BREX_type_I	1
AG-313-C23	PsyrTA	1
AG-313-E06	Retron_type_XI	1
AG-313-E16	RM_type_II	1
AG-313-F05	RM_type_I	1
AG-313-G03	Paris_type_I	1
AG-313-G03	RM_type_II	1
AG-313-G08	RM_type_II	1
AG-313-G11	RM_type_II	1
AG-313-I09	ShosTA	1
AG-313-I13	RM_type_IIG	1
AG-313-I13	RM_type_II	1
AG-313-I16	RM_type_II	1
AG-313-I17	RM_type_II	1
AG-313-I22	RM_type_III	1
AG-313-I22	RM_type_II	1
AG-313-J06	Eleos	1
AG-313-J08	RM_type_II	1
AG-313-J11	RM_type_II	2
AG-313-K16	RM_type_II	1
AG-313-L04	RM_type_IV	1
AG-313-L14	RM_type_II	1
AG-313-L18	RM_type_II	1
AG-313-L18	RM_type_I	1
AG-313-M10	RM_type_II	2
AG-313-M22	RM_type_IV	1
AG-313-N22	RM_type_I	1
AG-313-O13	RM_type_II	2
AG-313-P05	RM_type_IV	1
AG-313-P08	RM_type_I	1
AG-313-P13	RM_type_II	1
AG-313-P23	PD-T4-3	1
AG-319-A09	RM_type_II	1
AG-319-B05	PD-T4-3	1
AG-319-B07	RM_type_II	1
AG-319-B10	PsyrTA	1
AG-319-B10	RM_type_IIG	1
AG-319-B11	PsyrTA	1
AG-319-B16	RM_type_II	1
AG-319-B23	Eleos	1
AG-319-C02	RM_type_IV	1
AG-319-C07	AbiU	1
AG-319-C11	Retron_type_XII	1
AG-319-C11	BREX_type_III	1
AG-319-C14	dGTPase	1
AG-319-C19	RM_type_IIG	1
AG-319-C21	RM_type_I	1
AG-319-D05	RM_type_IV	1
AG-319-D07	RM_type_II	1
AG-319-D09	PD-T4-3	1
AG-319-D20	Eleos	1
AG-319-D22	RM_type_II	1
AG-319-E05	dGTPase	1
AG-319-E06	RM_type_III	1
AG-319-E08	RM_type_I	1
AG-319-E08	RM_type_II	2
AG-319-E09	RM_type_II	1
AG-319-E10	RM_type_IV	1
AG-319-E14	RM_type_I	1
AG-319-E18	RM_type_I	1
AG-319-E19	dGTPase	1
AG-319-E22	RM_type_I	1
AG-319-F15	RM_type_II	2
AG-319-F15	Cas_Class1_TypeIV_subtypeA	1
AG-319-F19	RM_type_I	1
AG-319-F21	RM_type_II	1
AG-319-F23	AbiU	1
